#1 ---------------------------------------------------------------- 1#
#2     Nucleosynthesis yields of B12TW1.00 model                    2#
#3     Nishimura, Takiwaki and Thielemann, ApJ 810:109 (2015)       3#
#4     Total ejecta:     4.37000e-02  in Solar Mass                 4#
#5 ---------------------------------------------------------------- 5#
#6   name     Z    N    A    X                   Y                  6#
#7 ---------------------------------------------------------------- 7#
     h1       1    0    1    1.0004744191e-05    1.0004744191e-05
     h2       1    1    2    2.6014799539e-14    2.6014799539e-14
     he3      2    1    3    9.3884934670e-13    9.3884934670e-13
     he4      2    2    4    5.6241331984e-02    5.6241331984e-02
     li6      3    3    6    2.6465748913e-14    2.6465748913e-14
     li7      3    4    7    3.3553398682e-13    3.3553398682e-13
     be9      4    5    9    1.6759767450e-16    1.6759767450e-16
     b10      5    5   10    1.1273834555e-14    1.1273834555e-14
     b11      5    6   11    1.0576921902e-10    1.0576921902e-10
     c12      6    6   12    1.6076881216e-05    1.6076881216e-05
     c13      6    7   13    5.2975881424e-09    5.2975881424e-09
     n14      7    7   14    9.1523186256e-08    9.1523186256e-08
     n15      7    8   15    3.2857988860e-07    3.2857988860e-07
     o16      8    8   16    3.1749000052e-06    3.1749000052e-06
     o17      8    9   17    6.8681463288e-06    6.8681463288e-06
     o18      8   10   18    7.0987306403e-05    7.0987306403e-05
     f19      9   10   19    4.0271853063e-05    4.0271853063e-05
     ne20    10   10   20    1.0149015930e-05    1.0149015930e-05
     ne21    10   11   21    4.9069724077e-06    4.9069724077e-06
     ne22    10   12   22    3.1027641354e-04    3.1027641354e-04
     na23    11   12   23    6.1214499071e-07    6.1214499071e-07
     mg24    12   12   24    1.8873448622e-07    1.8873448622e-07
     mg25    12   13   25    5.8395589583e-06    5.8395589583e-06
     mg26    12   14   26    6.3008177510e-06    6.3008177510e-06
     al27    13   14   27    6.4119771225e-07    6.4119771225e-07
     si28    14   14   28    3.3585459069e-06    3.3585459069e-06
     si29    14   15   29    2.5728159645e-06    2.5728159645e-06
     si30    14   16   30    2.1210750991e-05    2.1210750991e-05
     p31     15   16   31    3.1704516265e-06    3.1704516265e-06
     s32     16   16   32    8.3424632423e-06    8.3424632423e-06
     s33     16   17   33    2.5527682040e-06    2.5527682040e-06
     s34     16   18   34    5.0152663822e-05    5.0152663822e-05
     s36     16   20   36    1.3432700835e-06    1.3432700835e-06
     cl35    17   18   35    1.2740497051e-05    1.2740497051e-05
