#1 ---------------------------------------------------------------- 1#
#2     Nucleosynthesis yields of B11TW1.00 model                    2#
#3     Nishimura, Takiwaki and Thielemann, ApJ 810:109 (2015)       3#
#4     Total ejecta:     2.15000e-02  in Solar Mass                 4#
#5 ---------------------------------------------------------------- 5#
#6   name     Z    N    A    X                   Y                  6#
#7 ---------------------------------------------------------------- 7#
     h1       1    0    1    2.4357332407e-02    2.4357332407e-02
     h2       1    1    2    2.3922049713e-07    2.3922049713e-07
     he3      2    1    3    2.1533885471e-05    2.1533885471e-05
     he4      2    2    4    6.9474197668e-04    6.9474197668e-04
     li6      3    3    6    1.9309520629e-12    1.9309520629e-12
     li7      3    4    7    2.6161709389e-13    2.6161709389e-13
     be9      4    5    9    2.4063113549e-15    2.4063113549e-15
     b10      5    5   10    3.7075606538e-14    3.7075606538e-14
     b11      5    6   11    1.8391830618e-10    1.8391830618e-10
     c12      6    6   12    5.2826288101e-08    5.2826288101e-08
     c13      6    7   13    1.3481879029e-10    1.3481879029e-10
     n14      7    7   14    1.5152219530e-07    1.5152219530e-07
     n15      7    8   15    6.7154343460e-07    6.7154343460e-07
     o16      8    8   16    4.2621327154e-06    4.2621327154e-06
     o17      8    9   17    1.7764535757e-05    1.7764535757e-05
     o18      8   10   18    1.5250602513e-04    1.5250602513e-04
     f19      9   10   19    9.3824709406e-05    9.3824709406e-05
     ne20    10   10   20    2.8669752055e-05    2.8669752055e-05
     ne21    10   11   21    1.3061787824e-05    1.3061787824e-05
     ne22    10   12   22    8.8885511615e-04    8.8885511615e-04
     na23    11   12   23    1.9290608774e-06    1.9290608774e-06
     mg24    12   12   24    6.0658793014e-07    6.0658793014e-07
     mg25    12   13   25    1.1548839428e-05    1.1548839428e-05
     mg26    12   14   26    2.8754183670e-06    2.8754183670e-06
     al27    13   14   27    5.4649783624e-07    5.4649783624e-07
     si28    14   14   28    1.0936115996e-06    1.0936115996e-06
     si29    14   15   29    2.3644779184e-06    2.3644779184e-06
     si30    14   16   30    4.4409375867e-06    4.4409375867e-06
     p31     15   16   31    1.7084639070e-06    1.7084639070e-06
     s32     16   16   32    4.0929284524e-06    4.0929284524e-06
     s33     16   17   33    5.0328786468e-06    5.0328786468e-06
     s34     16   18   34    1.2411550713e-05    1.2411550713e-05
     s36     16   20   36    3.5479363305e-06    3.5479363305e-06
     cl35    17   18   35    1.4195982404e-06    1.4195982404e-06
     cl37    17   20   37    3.8397266172e-06    3.8397266172e-06
     ar36    18   18   36    3.9163558000e-09    3.9163558000e-09
     ar38    18   20   38    6.5073212666e-07    6.5073212666e-07
     ar40    18   22   40    7.0599401366e-06    7.0599401366e-06
     k39     19   20   39    6.5535674693e-07    6.5535674693e-07
     k40     19   21   40    5.0096987066e-11    5.0096987066e-11
     k41     19   22   41    5.7440057306e-05    5.7440057306e-05
     ca40    20   20   40    2.7847448067e-08    2.7847448067e-08
     ca42    20   22   42    7.4984058099e-05    7.4984058099e-05
     ca43    20   23   43    1.8014316923e-05    1.8014316923e-05
     ca44    20   24   44    1.7868705974e-05    1.7868705974e-05
     ca46    20   26   46    7.9884192059e-06    7.9884192059e-06
     ca48    20   28   48    2.3139636304e-02    2.3139636304e-02
     sc45    21   24   45    9.0781864284e-06    9.0781864284e-06
     ti46    22   24   46    7.9491073500e-08    7.9491073500e-08
     ti47    22   25   47    2.4983697177e-05    2.4983697177e-05
     ti48    22   26   48    6.3211376716e-07    6.3211376716e-07
     ti49    22   27   49    1.2109064377e-03    1.2109064377e-03
     ti50    22   28   50    3.3916086639e-03    3.3916086639e-03
     v50     23   27   50    1.2251264991e-08    1.2251264991e-08
     v51     23   28   51    1.7255259138e-03    1.7255259138e-03
     cr50    24   26   50    3.3850050162e-05    3.3850050162e-05
     cr52    24   28   52    5.6555747236e-03    5.6555747236e-03
     cr53    24   29   53    3.2458013624e-03    3.2458013624e-03
     cr54    24   30   54    7.3933365042e-03    7.3933365042e-03
     mn55    25   30   55    3.1274110835e-03    3.1274110835e-03
     fe54    26   28   54    1.7678140616e-02    1.7678140616e-02
     fe56    26   30   56    3.0103022637e-02    3.0103022637e-02
     fe57    26   31   57    2.8371296115e-03    2.8371296115e-03
     fe58    26   32   58    1.4522341082e-02    1.4522341082e-02
     co59    27   32   59    5.2671066209e-03    5.2671066209e-03
     ni58    28   30   58    7.1908556440e-02    7.1908556440e-02
     ni60    28   32   60    3.5024342008e-02    3.5024342008e-02
     ni61    28   33   61    6.7116829780e-04    6.7116829780e-04
     ni62    28   34   62    6.7720665674e-03    6.7720665674e-03
     ni64    28   36   64    6.5194434556e-03    6.5194434556e-03
     cu63    29   34   63    3.5345430168e-04    3.5345430168e-04
     cu65    29   36   65    1.9411934008e-03    1.9411934008e-03
     zn64    30   34   64    2.8375636540e-03    2.8375636540e-03
     zn66    30   36   66    5.7783157626e-03    5.7783157626e-03
     zn67    30   37   67    9.3456909997e-04    9.3456909997e-04
     zn68    30   38   68    1.6201052404e-02    1.6201052404e-02
     zn70    30   40   70    3.2539344935e-03    3.2539344935e-03
     ga69    31   38   69    1.2381684450e-03    1.2381684450e-03
     ga71    31   40   71    3.9580755588e-03    3.9580755588e-03
     ge70    32   38   70    7.4609334678e-07    7.4609334678e-07
     ge72    32   40   72    8.9835341445e-03    8.9835341445e-03
     ge73    32   41   73    4.2862737499e-03    4.2862737499e-03
     ge74    32   42   74    5.2221935490e-03    5.2221935490e-03
     ge76    32   44   76    6.5722829717e-03    6.5722829717e-03
     as75    33   42   75    2.0579921902e-03    2.0579921902e-03
     se74    34   40   74    5.4735972078e-08    5.4735972078e-08
     se76    34   42   76    3.2082773486e-09    3.2082773486e-09
     se77    34   43   77    5.9164549785e-03    5.9164549785e-03
     se78    34   44   78    1.0028429632e-01    1.0028429632e-01
     se80    34   46   80    9.5612861463e-02    9.5612861463e-02
     se82    34   48   82    7.4443675096e-03    7.4443675096e-03
     br79    35   44   79    2.3562931156e-02    2.3562931156e-02
     br81    35   46   81    6.3444829614e-02    6.3444829614e-02
     kr78    36   42   78    5.7552908375e-09    5.7552908375e-09
     kr80    36   44   80    6.7425103350e-11    6.7425103350e-11
     kr82    36   46   82    3.0426797727e-10    3.0426797727e-10
     kr83    36   47   83    3.7475029049e-03    3.7475029049e-03
     kr84    36   48   84    1.9581313955e-02    1.9581313955e-02
     kr86    36   50   86    5.8224950959e-03    5.8224950959e-03
     rb85    37   48   85    8.6325073809e-03    8.6325073809e-03
